mapped_page,keyword,avg_monthly,competition,top_bid_high,source_group,intent,priority
Water Heaters (L2),ao smith 100271923,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 100293212,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 100309396,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 1055542,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 1055543,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 1055544,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 1055555,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 1055556,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 120v heat pump water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 120v water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 14kw tankless water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 18kw tankless water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 194393 000,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 28 kw tankless water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 3 l instant water geyser ews 3 white,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 300,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 300 electric water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 300 series,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 300 series water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 316p758,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 322p289,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 326p136,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 326p137,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 326p203,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 326p427,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 35 litre geyser price,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 540,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 540 tankless water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 6 ltr instant geyser,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 900,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 900 series,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 9003626005,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith 962540,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith american water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith ao mf adv,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith aqua air,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith aqua air v100,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith aqua air v60,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith b2853,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith b625,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith bt100,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith bt80,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith bth400,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith bth500a,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith bthl 500a,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith bths 1000a,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith bths 750a,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith btx80,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith buffer tank,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith burkay,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith c48a95a06,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith c56b05b17,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith cirrex solar water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith del50,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith den52,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith den80,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith dre120,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith dre52,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith dre80,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith dura power,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith dve,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith dve 150a,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith dve 200a,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith ejct 20,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith electric heat pump water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith electric heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith electric hot water tank,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith electric storage tank water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith electric tankless,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith electric tankless water heater installation,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith electric thermostat,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith electric water heater 3 litre,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith electric water heater 6 ltr,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith electric water heater installation,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith electric water heater no hot water,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith electric water heater not heating,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith electric water heater thermostat replacement,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith electrical products,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith electrical products company,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith elegance geyser 25 ltr price,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith energy saver,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith energy star water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith ens40,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith ens50,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith ent40,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith express 25 litre geyser,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith f42c38a61,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith f42c52a45,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith f42c61a61,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith f42d29a50,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith f42e63a61,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith f42f52a50,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith f42f65a50,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith f48aa68a50,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith f48b46a50,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith f48e06a48,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith f48f96a76,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith f48f97a76,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith fcg75,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith g9 t4040nvr,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith gas fired water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith gas hot water tank,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith gas tankless water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith gas water heater prices,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith gas water heater thermostat,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith gas water heater thermostat replacement,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith gcr50,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith gdhe 75,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith gen 6,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith geyser 15 ltr finesse price,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith geyser elegance,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith geyser ews 3l,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith gpdx 50l,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith heat pump hot water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith hot and cold water,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith hot water heater installation,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith hot water heater thermostat,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith hotline,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith hp1050h45dv,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith hw 420,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith hw 520,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith hw 670,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith hydro pneumatic pump tank,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith indirect water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith irrigation pumps,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith j ews 3,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith jet pump,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith jf1h092n,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith k56a46b23,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith lower thermostat,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith lower thermostat replacement,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith lp water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith lte80,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith lte80d,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith mobile home water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith oil fired water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith p6 water purifier amazon,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith pcg 75,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith pcg 75 300,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith permaglass water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith plumbing,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith polaris,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith polaris water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith powerhouse powershot water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith powershot water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith preferred water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith pro line,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith pro series water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith professional water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith proplanet p3 price,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith r4lr 280e,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith r4ma 320e,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith residential electric water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith residential gas water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith stainless steel water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith table top water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith tankless water heater gas,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith tankless water heater maintenance,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith tankless water heater no hot water,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith tankless water heater not heating,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith tankless water heater price,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith tankless water heater with recirculation pump,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith thermal balancer,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith thermistor,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith upper thermostat,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith urban geyser,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith v100,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith water descaler,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith water heater chennai,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith water heater electronic thermostat,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith water heater for sale,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith water heater lower thermostat,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith water heater replacement,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith water heater replacement cost,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith water heater transport,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith water systems,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith waterheaters,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith x3 tankless,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith z8 water purifier maintenance cost,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith z8 water purifier price,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao smith z9 green ro smith water purifier,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao tankless water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),ao white water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),aos hot water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),aosmith com water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),best ao smith electric water heater,0,Unknown,0.0,brands,Informational,Low
Water Heaters (L2),best ao smith gas water heater,0,Unknown,0.0,brands,Informational,Low
Water Heaters (L2),electric ao smith tankless water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),electric tankless water heater ao smith,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),green power & company ao smith,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),installing ao smith electric water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),installing ao smith tankless water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),new ao smith water heater not heating,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),p6 ao smith price,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),smith gas water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),smith permaglass water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),smith tankless hot water heater,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),water geyser 10 ltr price ao smith,0,Unknown,0.0,brands,Commercial,Low
Water Heaters (L2),www ao smith water heater,0,Unknown,0.0,brands,Commercial,Low
